id,value,feed_id,created_at,lat,lon,ele
0EADX2TPZ6YRP717YNNMR6QCVA,"57.7,46.1,47.4,46.6,36.8,46.6,104.9,,67.4,,35.9, , 46.0,72.8,994.5,515.4,114.4",1235641,2019-12-01 03:04:46 UTC,,,
0EADX2Z9MZCA822ZGVXXYFKBY7,"57.8,46.2,47.5,46.6,36.9,46.6,105.8,,67.7,,36.1, , 46.0,72.8,994.5,516.0,113.9",1235641,2019-12-01 03:05:01 UTC,,,
0EADX33WTHAY0R8TAW5266C31P,"58.2,46.2,47.7,46.6,36.9,46.6,106.7,,67.6,,36.1, , 46.0,72.9,994.5,515.4,113.9",1235641,2019-12-01 03:05:16 UTC,,,
0EADX38EG74DV14SFTPN5W764Z,"58.4,46.2,47.7,46.7,36.9,46.7,107.5,,67.9,,35.9, , 46.1,73.0,994.5,515.4,114.1",1235641,2019-12-01 03:05:31 UTC,,,
0EADX3D172SB0QNKD6YFE3TP19,"58.5,46.2,47.8,46.7,36.9,46.7,108.1,,68.1,,35.8, , 46.1,73.0,994.4,516.0,114.1",1235641,2019-12-01 03:05:46 UTC,,,
0EADX3HKMPEQHD3R7QTK2EHEP0,"58.7,46.2,48.1,46.7,36.9,46.7,108.7,,68.3,,35.7, , 46.2,73.1,994.4,516.0,113.7",1235641,2019-12-01 03:06:01 UTC,,,
0EADX3P61JPSPME1YPYA2V1H8V,"59.0,46.3,47.9,46.8,37.0,46.7,109.1,,68.3,,35.6, , 46.2,73.1,994.4,516.5,113.8",1235641,2019-12-01 03:06:16 UTC,,,
0EADX3TS23R2MK54P5B8YA1QCN,"59.2,46.3,48.1,46.8,37.0,46.7,109.4,,68.7,,35.8, , 46.3,73.0,994.5,516.0,113.1",1235641,2019-12-01 03:06:31 UTC,,,
0EADX3ZB0D7SJBZVAFCWQYARG7,"59.4,46.3,48.1,46.9,37.0,46.9,110.0,,68.8,,35.9, , 46.3,72.8,994.5,516.0,113.8",1235641,2019-12-01 03:06:46 UTC,,,
0EADX43XRMR9123W02K24S4A8S,"59.4,46.3,48.3,46.9,37.1,46.9,110.3,,69.0,,36.2, , 46.4,73.0,994.5,516.0,114.2",1235641,2019-12-01 03:07:01 UTC,,,
0EADX48FTDJVC5YE0ZP0BX7Y5D,"59.6,46.3,48.3,47.0,37.1,46.9,110.6,,69.1,,36.5, , 46.4,73.1,994.5,516.0,113.9",1235641,2019-12-01 03:07:16 UTC,,,
0EADX4D2FJWM3X8RFV87KNTSE2,"59.8,46.3,48.4,47.0,37.1,47.0,110.8,,69.2,,36.4, , 46.5,73.0,994.5,516.5,113.2",1235641,2019-12-01 03:07:31 UTC,,,
0EADX4HMYGFKMYZ9BX0WVY7BG9,"60.0,46.4,48.5,47.2,37.1,47.0,111.1,,69.2,,36.2, , 46.5,73.1,994.4,516.5,113.4",1235641,2019-12-01 03:07:46 UTC,,,
0EADX4P7R1JZRAPV9HJFBM7ZTA,"60.2,46.4,48.5,47.2,37.1,47.0,111.6,,69.5,,35.9, , 46.6,73.1,994.5,515.4,112.6",1235641,2019-12-01 03:08:01 UTC,,,
0EADX4TTHD46GZ3NV8KAE488AY,"60.2,46.4,48.6,47.3,37.1,47.1,111.8,,69.6,,35.7, , 46.6,73.1,994.5,515.4,113.0",1235641,2019-12-01 03:08:16 UTC,,,
0EADX4ZDDKGC92J1R5W6H5WPX2,"60.3,46.5,48.6,47.3,37.3,47.2,112.0,,69.8,,35.9, , 46.7,73.1,994.5,514.9,112.7",1235641,2019-12-01 03:08:31 UTC,,,
0EADX53Z1HDVHA6T1ZN8QV2AGV,"60.4,46.5,48.7,47.3,37.3,47.2,112.1,,69.9,,36.1, , 46.7,73.2,994.5,515.4,112.7",1235641,2019-12-01 03:08:46 UTC,,,
0EADX58HGTQTD2WD26TGRQM7M7,"60.5,46.6,49.0,47.4,37.3,47.2,112.4,,70.3,,36.1, , 46.8,73.0,994.5,516.0,112.7",1235641,2019-12-01 03:09:01 UTC,,,
0EADX5D40HHXV52MP36Z64SDZX,"60.7,46.6,49.0,47.5,37.4,47.2,112.6,,70.4,,36.1, , 46.8,73.1,994.5,515.4,112.4",1235641,2019-12-01 03:09:16 UTC,,,
0EADX5HPCPFDV9E3SXQB8Y8X8G,"60.8,46.6,49.1,47.5,37.4,47.3,112.7,,70.6,,36.1, , 46.9,73.1,994.5,516.0,112.2",1235641,2019-12-01 03:09:31 UTC,,,
0EADX5P9A536RD24B11DREXXC8,"60.9,46.7,49.2,47.6,37.4,47.3,112.8,,70.6,,36.1, , 46.9,73.0,994.5,515.4,112.0",1235641,2019-12-01 03:09:46 UTC,,,
0EADX5TVHFZ6A9VHQJDWTZPB4Z,"61.1,46.7,49.2,47.6,37.4,47.3,112.7,,70.7,,36.1, , 46.9,73.0,994.5,516.0,112.4",1235641,2019-12-01 03:10:01 UTC,,,
0EADX5ZDWE1KR9PNTB3XA8Z43M,"61.1,46.7,49.3,47.6,37.5,47.4,110.7,,70.8,,35.9, , 47.0,73.2,994.5,516.0,111.8",1235641,2019-12-01 03:10:16 UTC,,,
0EADX6409AC49FWE3ZWDFHW6KW,"61.0,46.9,49.5,47.7,37.5,47.4,106.9,,70.9,,35.7, , 47.0,73.2,994.5,515.4,111.5",1235641,2019-12-01 03:10:31 UTC,,,
0EADX68K56XE383W1PJT2R75A9,"60.8,47.0,49.5,47.8,37.5,47.4,102.1,,70.8,,35.6, , 47.1,72.7,994.4,517.1,112.1",1235641,2019-12-01 03:10:46 UTC,,,
0EADX6D587K03GVF8K159CN6P2,"60.5,47.0,49.5,47.8,37.5,47.5,97.3,,70.9,,35.5, , 47.1,72.7,994.4,517.1,111.9",1235641,2019-12-01 03:11:01 UTC,,,
0EADX6HQWTC5SYXYZJX7XYX6GY,"60.3,47.1,49.5,47.9,37.6,47.6,92.8,,70.7,,35.4, , 47.1,72.3,994.4,517.1,112.2",1235641,2019-12-01 03:11:16 UTC,,,
0EADX6PAXGD294HESKX28V197C,"59.2,47.1,49.4,47.9,37.6,47.8,87.8,,70.4,,35.3, , 47.2,72.3,994.4,517.1,112.5",1235641,2019-12-01 03:11:31 UTC,,,
0EADX6TWPWAJRK55W55Q3GMJ8C,"57.8,47.1,49.4,48.1,37.6,48.0,81.5,,69.9,,35.2, , 47.2,71.7,994.4,517.1,112.5",1235641,2019-12-01 03:11:46 UTC,,,
0EADX6ZGCCQARTY4ZT3B10VYEF,"56.8,47.2,49.2,48.1,37.6,48.1,77.5,,69.6,,35.3, , 47.2,70.2,994.4,517.7,112.9",1235641,2019-12-01 03:12:01 UTC,,,
0EADX741ZMJMVFMCSSG2SFH43J,"56.2,47.2,49.0,48.1,37.6,48.3,75.4,,69.2,,35.2, , 47.3,69.4,994.4,518.2,113.0",1235641,2019-12-01 03:12:16 UTC,,,
0EADX78M3T49FC81GW15A7NAKR,"55.5,47.3,48.8,48.1,37.6,48.4,73.2,,68.9,,35.2, , 47.3,68.9,994.4,518.8,113.5",1235641,2019-12-01 03:12:31 UTC,,,
0EADX7D6T40B6D3EG1QDG7EGHS,"54.9,47.3,48.6,48.1,37.7,48.4,71.1,,68.7,,35.2, , 47.4,68.5,994.4,518.8,114.1",1235641,2019-12-01 03:12:46 UTC,,,
0EADX7HS3VG8J9T84YVDA5AZHK,"54.5,47.3,48.4,48.1,37.6,48.5,69.2,,68.3,,35.0, , 47.4,68.3,994.4,519.3,114.3",1235641,2019-12-01 03:13:01 UTC,,,
0EADX7PBMHFSXVVBHEBRZ6RCQ9,"54.0,47.4,48.2,48.1,37.6,48.7,67.4,,68.0,,35.0, , 47.4,68.1,994.4,518.8,113.9",1235641,2019-12-01 03:13:16 UTC,,,
0EADX7TY1APB718QR7EKCR7HMJ,"53.7,47.4,47.9,48.1,37.7,48.5,65.8,,67.8,,34.9, , 47.4,68.0,994.3,518.8,114.4",1235641,2019-12-01 03:13:31 UTC,,,
0EADX7ZGKKEP5MTVHJ60MV54Q3,"53.2,47.4,47.7,48.1,37.7,48.7,64.3,,67.4,,34.9, , 47.5,67.9,994.3,519.3,114.3",1235641,2019-12-01 03:13:46 UTC,,,
0EADX8433C5T8M3AXMRR7ED4X6,"52.9,47.4,47.5,48.1,37.7,48.8,63.0,,67.2,,34.9, , 47.5,67.8,994.3,519.9,114.3",1235641,2019-12-01 03:14:01 UTC,,,
0EADX88NV5KAM110AECQ4JVZ11,"52.6,47.5,47.4,47.9,37.7,48.8,61.9,,67.0,,34.9, , 47.5,67.7,994.3,519.9,114.3",1235641,2019-12-01 03:14:16 UTC,,,
0EADX8D81ZE5B7WW5PFK35EGNM,"52.3,47.5,47.2,47.9,37.7,48.8,60.8,,66.7,,34.9, , 47.5,67.6,994.3,519.9,114.4",1235641,2019-12-01 03:14:31 UTC,,,
0EADX8HTGMW95XRDPJPW9J65T5,"52.0,47.5,46.9,47.9,37.7,48.8,59.8,,66.4,,35.0, , 47.6,67.6,994.3,519.9,113.7",1235641,2019-12-01 03:14:46 UTC,,,
0EADX8PD34DJQFNQE8A0160MSF,"51.7,47.5,46.8,47.9,37.7,48.8,58.9,,66.1,,34.9, , 47.6,67.5,994.3,519.9,115.7",1235641,2019-12-01 03:15:01 UTC,,,
0EADX8TZNG0CCBG48F0M1XGT0K,"51.5,47.6,46.6,47.8,37.7,48.8,58.8,,66.0,,34.8, , 47.6,67.4,994.3,519.9,114.7",1235641,2019-12-01 03:15:16 UTC,,,
0EADX8ZHXF8NNGBHX7CVRA4A2Z,"52.6,47.5,46.6,47.8,37.7,48.5,66.5,,65.5,,34.7, , 47.6,67.7,994.3,520.4,114.0",1235641,2019-12-01 03:15:31 UTC,,,
0EADX944Y94DT136Z7SR3CX7P1,"53.3,47.6,46.7,47.8,37.8,48.3,71.5,,65.4,,34.8, , 47.6,69.1,994.3,520.4,112.7",1235641,2019-12-01 03:15:46 UTC,,,
0EADX98Q6BM0J5GQEN6JQ1EH1W,"54.0,47.6,46.9,47.8,37.8,48.3,75.5,,65.4,,34.9, , 47.6,69.9,994.3,520.4,112.7",1235641,2019-12-01 03:16:01 UTC,,,
0EADX9D9A0PK7Q1CDB4RP6JDXK,"54.6,47.6,47.2,47.8,37.8,48.3,79.2,,65.4,,34.8, , 47.6,70.3,994.3,520.4,113.0",1235641,2019-12-01 03:16:16 UTC,,,
0EADX9HYTD29Y42XJ25BRQY1FF,"55.0,47.6,47.3,47.8,37.9,48.2,82.7,,65.6,,34.8, , 47.6,70.5,994.3,521.0,112.1",1235641,2019-12-01 03:16:32 UTC,,,
0EADX9PEEEMSJ8AKHNYA6N06J8,"55.7,47.6,47.5,47.8,37.9,48.2,86.0,,65.8,,34.8, , 47.6,70.6,994.3,521.0,113.2",1235641,2019-12-01 03:16:46 UTC,,,
0EADX9V0XDHZZX09HR1VHDYFSM,"56.3,47.6,47.6,47.8,37.9,48.1,89.1,,66.0,,34.8, , 47.6,70.8,994.3,521.0,112.3",1235641,2019-12-01 03:17:01 UTC,,,
0EADX9ZKC5HJZZ03ZKA5SS94EX,"56.8,47.6,47.8,47.9,38.0,48.1,91.9,,66.2,,34.8, , 47.6,70.8,994.3,521.5,114.1",1235641,2019-12-01 03:17:16 UTC,,,
0EADXA45YACS1J28MKG8TYPRBC,"57.3,47.6,48.1,47.9,37.9,48.1,94.6,,66.3,,34.8, , 47.6,70.8,994.3,521.5,112.3",1235641,2019-12-01 03:17:31 UTC,,,
0EADXA8RGMHB8PQ9QE6J5X57AF,"57.8,47.6,48.3,47.9,38.0,48.1,96.8,,66.5,,34.7, , 47.6,70.9,994.2,522.6,112.4",1235641,2019-12-01 03:17:46 UTC,,,
0EADXADB5EJ59V664XR64CN33F,"58.2,47.8,48.4,48.1,38.0,48.1,98.9,,66.8,,34.7, , 47.7,70.9,994.2,523.2,111.5",1235641,2019-12-01 03:18:01 UTC,,,
0EADXAHX5JDEGA7QB78RWJTDRZ,"58.5,47.8,48.6,48.1,38.0,48.1,100.7,,67.0,,34.7, , 47.7,71.1,994.2,523.8,111.9",1235641,2019-12-01 03:18:16 UTC,,,
0EADXAPFRWFX1GZ48EC0FC7P04,"59.0,47.8,48.8,48.1,38.0,48.1,102.2,,67.2,,34.6, , 47.7,71.0,994.2,524.3,112.1",1235641,2019-12-01 03:18:31 UTC,,,
0EADXAV27FCJKFM42CYSTBFEQ0,"59.2,47.8,49.0,48.1,38.2,48.1,103.6,,67.3,,34.6, , 47.7,70.9,994.2,524.9,111.7",1235641,2019-12-01 03:18:46 UTC,,,
0EADXAZMR2WH698EFMFVHDDFW0,"59.3,47.8,49.2,48.2,38.0,48.1,104.8,,67.4,,34.5, , 47.8,71.1,994.1,524.9,113.2",1235641,2019-12-01 03:19:01 UTC,,,
0EADXB47BQERXD961D39RZGJFB,"59.5,47.9,49.2,48.2,38.2,48.2,106.1,,67.7,,34.5, , 47.8,71.3,994.1,526.0,113.4",1235641,2019-12-01 03:19:16 UTC,,,
0EADXB8SV92KVC2PZG983PFX31,"59.8,47.9,49.3,48.3,38.2,48.2,107.1,,68.0,,34.6, , 47.8,71.1,994.1,526.0,111.9",1235641,2019-12-01 03:19:31 UTC,,,
0EADXBDC5CVRXZR8D3YR0VZ9AV,"60.0,47.9,49.4,48.3,38.2,48.2,108.1,,68.5,,34.6, , 47.8,71.0,994.1,526.0,113.5",1235641,2019-12-01 03:19:46 UTC,,,
0EADXBHYR08130QD2YKFZ0V3RS,"60.0,47.9,49.4,48.3,38.2,48.2,108.8,,68.6,,34.6, , 47.9,71.1,994.1,525.4,111.3",1235641,2019-12-01 03:20:01 UTC,,,
0EADXBPH6P5HKAY5F8SM8H2FHD,"60.0,47.9,49.6,48.4,38.3,48.2,109.7,,68.5,,34.7, , 47.9,71.0,994.1,525.4,113.0",1235641,2019-12-01 03:20:16 UTC,,,
0EADXBV47HV3YF4JVY2T0MZJMV,"60.1,47.9,49.5,48.4,38.3,48.3,110.5,,68.7,,34.9, , 47.9,70.9,994.1,525.4,111.8",1235641,2019-12-01 03:20:31 UTC,,,
0EADXBZP3BS0WNCR042CDVGWD6,"60.2,48.0,49.6,48.4,38.2,48.3,111.4,,69.1,,35.2, , 47.9,71.0,994.1,526.0,113.0",1235641,2019-12-01 03:20:46 UTC,,,
0EADXC4AW5QZNP9RC5NKWNQMCH,"60.3,48.0,49.6,48.5,38.3,48.3,112.0,,69.4,,35.0, , 48.0,70.8,994.1,526.0,111.2",1235641,2019-12-01 03:21:01 UTC,,,
0EADXC8V2JGFWCMYR6S1SGTE1Z,"60.4,48.0,49.7,48.5,38.3,48.4,112.8,,69.6,,35.3, , 48.0,70.8,994.1,526.0,110.8",1235641,2019-12-01 03:21:16 UTC,,,
0EADXCDDQNGC2KVX0YMZ5A2KD8,"60.5,48.1,50.0,48.6,38.3,48.4,113.5,,69.8,,35.2, , 48.0,70.8,994.1,526.5,112.5",1235641,2019-12-01 03:21:31 UTC,,,
0EADXCJ03Y5PDHM8KFQ4Y4T6PE,"60.7,48.1,50.0,48.6,38.3,48.5,113.9,,69.9,,35.2, , 48.0,70.8,994.1,526.5,113.2",1235641,2019-12-01 03:21:46 UTC,,,
0EADXCPJPRM7DBYVHNSMZCTCKA,"60.8,48.1,50.0,48.7,38.3,48.5,114.5,,69.9,,35.2, , 48.1,70.8,994.1,526.5,112.1",1235641,2019-12-01 03:22:01 UTC,,,
0EADXCV5CTNR1CA9KGMMG0YQQE,"61.0,48.1,50.1,48.7,38.3,48.5,115.0,,70.4,,35.3, , 48.1,71.2,994.1,526.8,111.0",1235641,2019-12-01 03:22:16 UTC,,,
0EADXCZQG3XQPZ7VAR2FGNHA27,"61.1,48.2,50.1,48.7,38.4,48.7,115.4,,70.6,,35.2, , 48.1,71.0,994.1,526.8,111.2",1235641,2019-12-01 03:22:31 UTC,,,
0EADXD49X931B5TT72AV9F5G59,"61.1,48.2,50.2,48.8,38.4,48.8,115.9,,70.7,,35.0, , 48.2,70.7,994.1,527.4,111.1",1235641,2019-12-01 03:22:46 UTC,,,
0EADXD8WQ236BJE0MHP8XXATKG,"61.2,48.2,50.2,48.8,38.4,48.8,116.0,,71.0,,35.0, , 48.2,70.8,994.0,527.9,111.7",1235641,2019-12-01 03:23:01 UTC,,,
0EADXDDF6DBQ0P83GZRXC4C7DF,"61.2,48.3,50.3,48.8,38.4,48.8,114.4,,71.2,,35.0, , 48.2,70.8,994.0,528.5,112.4",1235641,2019-12-01 03:23:16 UTC,,,
0EADXDJ1DSKPJ5WNH35XW7124G,"61.3,48.3,50.5,49.0,38.5,48.8,110.8,,71.3,,34.9, , 48.2,70.7,994.0,527.9,111.5",1235641,2019-12-01 03:23:31 UTC,,,
0EADXDPKSVH7G8J1V0NFYPEGE4,"61.1,48.3,50.6,49.0,38.5,48.9,106.3,,71.4,,34.9, , 48.3,70.6,994.0,528.5,111.5",1235641,2019-12-01 03:23:46 UTC,,,
0EADXDV6DKBXPT4SZ8CX46327Y,"60.9,48.4,50.8,49.0,38.5,48.9,101.5,,71.0,,34.9, , 48.3,70.7,994.0,527.4,112.5",1235641,2019-12-01 03:24:01 UTC,,,
0EADXDZRWXP318H5JDH6SX7SE5,"60.8,48.4,50.6,49.1,38.6,49.0,96.8,,71.2,,34.9, , 48.3,70.7,994.0,527.4,111.8",1235641,2019-12-01 03:24:16 UTC,,,
0EADXE4CEWCYFBRG77SFJCFDYD,"59.8,48.5,50.5,49.1,38.5,49.1,91.2,,70.7,,34.9, , 48.4,70.8,994.0,527.9,110.3",1235641,2019-12-01 03:24:31 UTC,,,
0EADXE8Y13Q1NP1XZG16DXC4H1,"58.2,48.5,50.4,49.1,38.5,49.3,84.5,,70.4,,34.8, , 48.4,70.3,994.0,527.4,113.0",1235641,2019-12-01 03:24:46 UTC,,,
0EADXEDGJZYX1J3CQCAZR8FSM5,"57.1,48.5,50.3,49.2,38.6,49.4,80.1,,70.0,,34.8, , 48.5,69.0,994.0,528.5,112.1",1235641,2019-12-01 03:25:01 UTC,,,
0EADXEJ2TSGMSD5N4JH4TF5V57,"56.2,48.7,50.2,49.1,38.5,49.7,77.5,,69.7,,34.8, , 48.5,68.2,994.0,528.5,113.0",1235641,2019-12-01 03:25:16 UTC,,,
0EADXEPNMD2B2ZXFMEZPKER0WM,"55.5,48.7,50.0,49.2,38.5,49.8,75.4,,69.5,,34.8, , 48.6,67.8,994.0,528.5,113.3",1235641,2019-12-01 03:25:31 UTC,,,
0EADXEV7Z0CGHAYQK95PMYBCFK,"54.9,48.7,49.7,49.2,38.5,49.8,73.2,,69.1,,34.7, , 48.6,67.5,994.0,528.5,113.6",1235641,2019-12-01 03:25:46 UTC,,,
0EADXEZV239FYQSFJJ20A10KVR,"54.4,48.8,49.5,49.2,38.5,49.8,71.1,,68.9,,34.8, , 48.6,67.3,994.0,529.0,112.9",1235641,2019-12-01 03:26:01 UTC,,,
0EADXF4CXTFH8QAH1M5ZWXYSBQ,"54.0,48.8,49.3,49.2,38.5,49.9,69.2,,68.6,,34.7, , 48.7,67.2,994.0,529.0,113.1",1235641,2019-12-01 03:26:16 UTC,,,
0EADXF9018A1NVMPRYZXWAPV0R,"53.6,48.8,49.0,49.1,38.6,50.0,67.6,,68.3,,34.8, , 48.7,67.1,994.0,529.6,113.4",1235641,2019-12-01 03:26:31 UTC,,,
0EADXFDHT759JH0A0WVQCKR40A,"53.2,48.9,48.7,49.2,38.6,50.1,66.0,,68.0,,34.7, , 48.7,67.1,994.0,529.0,113.1",1235641,2019-12-01 03:26:46 UTC,,,
0EADXFJ4B80EK87M8NBD1KRCBN,"52.9,48.9,48.5,49.1,38.6,50.1,64.7,,67.8,,34.7, , 48.7,67.0,994.0,529.6,113.5",1235641,2019-12-01 03:27:01 UTC,,,
0EADXFPPSDFSPQRYDQX9CT32DB,"52.7,48.9,48.3,49.1,38.6,50.0,63.4,,67.4,,34.7, , 48.8,66.9,994.0,528.5,112.9",1235641,2019-12-01 03:27:16 UTC,,,
0EADXFV9BC5CYB3N6KJ2T2KVMQ,"52.3,49.0,48.2,49.1,38.6,50.0,62.3,,67.2,,34.7, , 48.8,66.9,994.0,528.5,113.9",1235641,2019-12-01 03:27:31 UTC,,,
0EADXFZVP48JVYBMF8YZ9DSZVA,"52.0,49.0,48.1,49.0,38.6,50.1,61.3,,67.0,,34.7, , 48.8,66.8,994.0,529.0,113.0",1235641,2019-12-01 03:27:46 UTC,,,
0EADXG4E5HEAB1QAMY4E3FB712,"51.8,49.0,47.8,49.1,38.6,50.1,60.4,,66.8,,34.6, , 48.8,66.6,994.0,528.5,113.3",1235641,2019-12-01 03:28:01 UTC,,,
0EADXG90R696TAYETQHZ42WTEH,"51.5,49.0,47.7,49.0,38.6,50.1,-197.-6,,66.5,,34.6, , 48.8,66.5,994.0,528.5,113.2",1235641,2019-12-01 03:28:16 UTC,,,
0EADXGDK9RM52MGB21EEEWFTKK,"51.3,49.0,47.5,49.0,38.6,50.1,261.2,,66.3,,34.6, , 48.8,66.5,994.0,527.9,113.7",1235641,2019-12-01 03:28:31 UTC,,,
0EADXGJ5HXMMTRDTG17X7V2FR5,"51.1,49.0,47.4,49.0,38.6,50.2,58.0,,66.1,,34.6, , 48.8,66.4,994.0,527.4,113.8",1235641,2019-12-01 03:28:46 UTC,,,
0EADXGPR612GD0S46KE0JPJ61Y,"51.4,49.0,47.2,49.0,38.6,50.1,61.2,,65.9,,34.5, , 48.9,66.3,994.0,526.8,113.3",1235641,2019-12-01 03:29:01 UTC,,,
0EADXGVB12HXHC6QRF5P6A09Z7,"52.6,49.0,47.4,48.8,38.7,50.0,68.9,,65.6,,34.5, , 48.8,67.0,994.0,526.5,112.5",1235641,2019-12-01 03:29:16 UTC,,,
0EADXGZX6W3499M7Y9KAWKMRRN,"53.5,49.0,47.6,49.0,38.7,49.9,76.5,,65.5,,34.4, , 48.8,68.3,994.0,526.0,112.0",1235641,2019-12-01 03:29:31 UTC,,,
0EADXH4GK789W9Z8SA4GSMRZG1,"54.1,49.0,47.8,48.8,38.8,49.8,77.9,,65.5,,34.4, , 48.8,69.0,994.1,526.5,112.4",1235641,2019-12-01 03:29:46 UTC,,,
0EADXH9260VKMMR2XS10GEE71P,"54.8,49.0,48.1,48.8,38.8,49.7,81.8,,65.8,,34.4, , 48.8,69.2,994.1,526.0,111.8",1235641,2019-12-01 03:30:01 UTC,,,
0EADXHDMNX5JBTEG851V0YRXNY,"55.4,49.0,48.3,48.8,38.8,49.6,85.6,,66.0,,34.4, , 48.8,69.6,994.1,525.4,111.6",1235641,2019-12-01 03:30:16 UTC,,,
0EADXHJ7PGS31A5T4RV91QJ6ST,"55.9,49.0,48.5,48.8,38.9,49.6,89.1,,66.2,,34.5, , 48.8,70.0,994.1,525.4,111.4",1235641,2019-12-01 03:30:31 UTC,,,
0EADXHPSH7XYTW0122GEADJ1TN,"56.4,49.0,48.7,49.0,38.9,49.6,92.3,,66.4,,34.4, , 48.8,70.1,994.1,525.4,111.0",1235641,2019-12-01 03:30:46 UTC,,,
0EADXHVC0PZNRW2S0E2T4NW7K5,"56.9,49.0,48.8,49.0,38.9,49.6,95.4,,66.5,,34.4, , 48.8,70.0,994.1,524.9,111.2",1235641,2019-12-01 03:31:01 UTC,,,
0EADXHZYHVGNQ6BGCAHJ5KVB2A,"57.4,49.0,49.1,49.0,38.9,49.6,98.0,,66.8,,34.4, , 48.8,69.9,994.1,524.9,111.0",1235641,2019-12-01 03:31:16 UTC,,,
0EADXJ4H95ZNEW9ADJZCR68SKN,"58.0,49.1,49.3,49.0,39.1,49.6,100.2,,67.1,,34.4, , 48.9,70.0,994.1,524.3,111.0",1235641,2019-12-01 03:31:31 UTC,,,
0EADXJ93S2N1CWJP3QXZNYKQ42,"58.4,49.1,49.4,49.1,38.9,49.4,102.4,,67.2,,34.4, , 48.9,70.2,994.1,524.3,111.2",1235641,2019-12-01 03:31:46 UTC,,,
0EADXJDPMBRZPF0F2DP7YFRVAG,"58.9,49.0,49.6,49.1,39.1,49.6,104.3,,67.8,,34.4, , 48.9,70.2,994.1,523.2,111.0",1235641,2019-12-01 03:32:01 UTC,,,
0EADXJJ8DTXJEMWGASY3XJ7PYN,"59.3,49.1,49.9,49.1,39.1,49.6,106.0,,68.0,,34.4, , 48.9,70.1,994.2,523.2,110.6",1235641,2019-12-01 03:32:16 UTC,,,
0EADXJPV4MQMQHXDBEWK2HQ31J,"59.3,49.1,50.0,49.1,39.1,49.7,107.4,,68.1,,34.4, , 48.9,70.1,994.2,523.2,110.9",1235641,2019-12-01 03:32:31 UTC,,,
0EADXJVDA9FHZ8MSBFK58NEDKH,"59.6,49.1,50.1,49.2,39.1,49.6,108.8,,68.6,,34.4, , 48.9,70.1,994.2,522.1,110.7",1235641,2019-12-01 03:32:46 UTC,,,
0EADXJZZX2EGSJRZGX09XQFBFN,"59.9,49.1,50.2,49.2,39.1,49.6,109.9,,68.7,,34.4, , 48.9,70.1,994.3,521.5,111.1",1235641,2019-12-01 03:33:01 UTC,,,
0EADXK4JHB2F6VJKBAF6AQFD5S,"60.1,49.1,50.3,49.3,39.1,49.7,111.0,,68.9,,34.4, , 49.0,70.2,994.3,521.0,110.5",1235641,2019-12-01 03:33:16 UTC,,,
0EADXK94P5V9ZR9ZDX3SMKT05V,"60.1,49.2,50.4,49.3,39.1,49.7,111.8,,69.2,,34.4, , 49.0,70.2,994.3,521.5,110.9",1235641,2019-12-01 03:33:31 UTC,,,
0EADXKDQ7V991VYGMTC56QMC66,"60.3,49.2,50.6,49.3,39.2,49.7,112.7,,69.6,,34.4, , 49.0,70.2,994.3,520.4,110.3",1235641,2019-12-01 03:33:46 UTC,,,
0EADXKJ9TGHTSQQMBPQPG5NT5W,"60.5,49.2,50.5,49.4,39.2,49.7,113.4,,69.6,,34.5, , 49.0,69.9,994.3,521.0,110.8",1235641,2019-12-01 03:34:01 UTC,,,
0EADXKPW9G11S2WQYRHF5J09AS,"60.7,49.2,50.8,49.5,39.2,49.7,114.1,,69.8,,34.4, , 49.0,70.0,994.3,520.4,110.5",1235641,2019-12-01 03:34:16 UTC,,,
0EADXKVESKN84W85YJMX0QVS4V,"61.0,49.3,50.9,49.5,39.2,49.8,114.6,,70.4,,34.6, , 49.0,70.0,994.3,520.4,110.7",1235641,2019-12-01 03:34:31 UTC,,,
0EADXM016JAJEXW24T7W17FP0G,"61.1,49.3,50.9,49.5,39.2,49.8,115.2,,70.4,,34.7, , 49.0,69.8,994.3,519.9,110.5",1235641,2019-12-01 03:34:46 UTC,,,
0EADXM4MSDSWSF3GNQWVTTB5PE,"61.1,49.3,51.0,49.6,39.3,49.8,115.6,,70.6,,34.8, , 49.1,69.9,994.3,519.3,110.5",1235641,2019-12-01 03:35:01 UTC,,,
0EADXM964X8JZGDBMGVR7K31FM,"61.4,49.3,51.1,49.6,39.3,49.9,116.2,,70.6,,34.8, , 49.1,69.9,994.3,519.3,111.0",1235641,2019-12-01 03:35:16 UTC,,,
0EADXMDRWPE1N36Q15DZMZA0HG,"61.6,49.4,51.2,49.7,39.2,49.9,116.5,,71.0,,34.7, , 49.1,70.0,994.3,519.3,110.6",1235641,2019-12-01 03:35:31 UTC,,,
0EADXMJB44PCE7CFARS08TQP8V,"61.4,49.4,51.2,49.7,39.3,49.9,116.9,,71.3,,34.6, , 49.1,69.9,994.4,519.3,110.0",1235641,2019-12-01 03:35:46 UTC,,,
0EADXMPXS09N494T5PX94G3S74,"61.7,49.4,51.2,49.7,39.3,50.0,117.0,,71.4,,34.6, , 49.2,70.0,994.4,518.8,109.4",1235641,2019-12-01 03:36:01 UTC,,,
0EADXMVG4KDCP68WPFQSS4BGFG,"61.8,49.6,51.4,49.9,39.3,50.0,115.3,,71.6,,34.6, , 49.2,69.9,994.4,517.1,110.4",1235641,2019-12-01 03:36:16 UTC,,,
